slabinfo.ext4_allocation_context.num_objs,128
slabinfo.ext4_allocation_context.active_slabs,4
slabinfo.ext4_allocation_context.num_slabs,4
slabinfo.ext4_pending_reservation.active_objs,512
slabinfo.ext4_pending_reservation.num_objs,512
slabinfo.ext4_pending_reservation.active_slabs,4
slabinfo.ext4_pending_reservation.num_slabs,4
slabinfo.ext4_extent_status.active_objs,414124
slabinfo.ext4_extent_status.num_objs,414602
slabinfo.ext4_extent_status.active_slabs,4064
slabinfo.ext4_extent_status.num_slabs,4064
slabinfo.mbcache.active_objs,876
slabinfo.mbcache.num_objs,876
slabinfo.mbcache.active_slabs,12
slabinfo.mbcache.num_slabs,12
slabinfo.fscrypt_info.active_objs,1856
slabinfo.fscrypt_info.num_objs,1856
slabinfo.fscrypt_info.active_slabs,29
slabinfo.fscrypt_info.num_slabs,29
slabinfo.fscrypt_ctx.active_objs,340
slabinfo.fscrypt_ctx.num_objs,340
slabinfo.fscrypt_ctx.active_slabs,4
slabinfo.fscrypt_ctx.num_slabs,4
slabinfo.dnotify_struct.active_objs,128
slabinfo.dnotify_struct.num_objs,128
slabinfo.dnotify_struct.active_slabs,1
slabinfo.dnotify_struct.num_slabs,1
slabinfo.posix_timers_cache.active_objs,51
slabinfo.posix_timers_cache.num_objs,51
slabinfo.posix_timers_cache.active_slabs,3
slabinfo.posix_timers_cache.num_slabs,3
slabinfo.UNIX.active_objs,666
slabinfo.UNIX.num_objs,688
slabinfo.UNIX.active_slabs,43
slabinfo.UNIX.num_slabs,43
slabinfo.xfrm_dst_cache.active_objs,1025
slabinfo.xfrm_dst_cache.num_objs,1125
slabinfo.xfrm_dst_cache.active_slabs,45
slabinfo.xfrm_dst_cache.num_slabs,45
slabinfo.RAW.active_objs,51
slabinfo.RAW.num_objs,51
slabinfo.RAW.active_slabs,3
slabinfo.RAW.num_slabs,3
slabinfo.tw_sock_TCP.active_objs,17
slabinfo.tw_sock_TCP.num_objs,17
slabinfo.tw_sock_TCP.active_slabs,1
slabinfo.tw_sock_TCP.num_slabs,1
slabinfo.request_sock_TCP.active_objs,26
slabinfo.request_sock_TCP.num_objs,26
slabinfo.request_sock_TCP.active_slabs,1
slabinfo.request_sock_TCP.num_slabs,1
slabinfo.TCP.active_objs,60
slabinfo.TCP.num_objs,60
slabinfo.TCP.active_slabs,4
slabinfo.TCP.num_slabs,4
